COUNTY,Total Count,Arson Count,Campfire Count,Debris Burning Count,Electrical Power Count,Equipment Usage Count,Lightning Count,Misc. Count,Play With Fire Count,Railroad Count,Smoking Count,Undetermined Count,Vehicle Count,Total Acres,Arson Acres,Campfire Acres,Debris Burning Acres,Electrical Power Acres,Equipment Usage Acres,Lightning Acres,Misc. Acres,Play With Fire Acres,Railroad Acres,Smoking Acres,Undetermined Acres,Vehicle Acres,Total Dollars,Arson Dollars,Campfire Dollars,Debris Burning Dollars,Electrical Power Dollars,Equipment Usage Dollars,Lightning Dollars,Misc. Dollars,Play With Fire Dollars,Railroad Dollars,Smoking Dollars,Undetermined Dollars,Vehicle Dollars
Placer,126,1,4,16,10,16,5,13,3,3,5,44,6,1418810,0,7100,2900,5600,1310,0,100,0,0,0,1401600,200,552,0,0,14,5,16,6,19,1,1,4,483,3
Plumas,7,0,0,1,0,0,1,2,0,0,0,3,0,902,0,0,1,0,0,301,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riverside,106,4,6,12,7,9,5,15,3,0,4,38,3,275802,0,200,0,10000,600,2,0,0,0,0,261000,4000,372,2,10,8,6,9,2,10,101,0,1,184,39
Sacramento,15,1,0,1,2,2,0,2,0,0,0,5,2,52,0,0,0,0,50,0,0,0,0,0,0,2,94,0,0,2,26,3,0,3,0,0,0,56,4
San Benito,11,1,0,1,3,0,0,4,0,0,0,1,1,1700,0,0,500,1000,0,0,100,0,0,0,100,0,24,0,0,0,3,0,0,12,0,0,0,6,3
San Bernardino,115,10,18,25,1,2,1,24,2,1,4,25,2,5485,0,0,300,0,10,0,0,175,0,0,0,5000,37,2,12,4,0,0,0,2,0,0,1,15,1
San Diego,145,4,6,12,11,2,2,21,0,0,2,66,19,666154,0,0,0,0,2,0,150,0,0,0,606700,59302,927,1,0,10,6,1,2,18,0,0,1,857,31
San Joaquin,6,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,18,12
San Joaquin,7,0,0,0,2,2,0,1,0,0,0,0,2,9605,0,0,0,3000,3800,0,2200,0,0,0,0,605,51,0,0,0,17,20,0,11,0,0,0,0,3
San Luis Obispo,85,0,6,4,10,7,0,21,1,0,2,22,12,4190,0,50,0,0,900,0,1000,0,0,0,1240,1000,112,0,23,2,31,6,0,0,0,0,0,15,35
San Mateo,12,0,0,1,2,0,0,1,1,0,0,6,1,142,0,0,0,100,0,0,2,0,0,0,40,0,9,0,0,0,5,0,0,0,2,0,0,1,1
Santa Clara,37,2,3,0,3,5,0,2,1,0,3,13,5,1551700,0,0,0,0,1100,0,0,0,0,1550500,100,0,269,23,0,0,0,5,0,0,150,0,1,7,83
Santa Cruz,62,11,7,11,8,2,0,5,1,0,2,13,2,4960,600,360,0,4000,0,0,0,0,0,0,0,0,15,3,2,3,1,0,0,0,0,0,0,6,0
Shasta,166,15,7,38,4,15,17,15,4,0,6,25,20,2277210,1010,0,200100,0,504500,0,25000,0,0,0,5600,1541000,12918,9,2,56,5,74,5,3,2,0,4,82,12676
Sierra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siskiyou,160,5,5,8,5,2,47,62,0,1,2,18,5,397400,10300,0,200,0,0,0,61600,0,0,0,175300,150000,292,229,1,1,1,0,35,2,0,0,0,22,1
Solano,12,0,0,2,0,3,0,3,0,0,0,3,1,10500,0,0,1500,0,1000,0,0,0,0,0,0,8000,94,0,0,1,0,92,0,0,0,0,0,1,0
Sonoma,120,4,13,24,21,14,0,21,1,0,0,11,11,14955,0,0,0,5,14350,0,600,0,0,0,0,0,82,0,1,8,18,41,0,9,0,0,0,4,1
Stanislaus,36,1,1,1,1,4,0,2,0,0,0,16,10,20586,0,0,0,0,1400,0,50,0,0,0,15136,4000,417,8,1,0,1,11,0,0,0,0,0,369,27
Sutter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tehama,68,1,0,10,2,7,4,14,2,0,0,23,5,52500,0,0,100,6000,5200,5000,500,0,0,0,35000,700,338,1,0,13,4,11,3,19,1,0,0,274,12
Trinity,15,3,0,4,0,0,5,2,0,0,0,0,1,153250,250,0,0,0,0,0,3000,0,0,0,0,150000,466,0,0,0,0,0,2,3,0,0,0,0,461
Tulare,45,10,2,4,3,4,0,5,0,0,1,10,6,243754,91754,150000,0,1000,1000,0,0,0,0,0,0,0,321,65,7,1,178,2,0,1,0,0,1,16,50
Tuolumne,94,5,1,17,9,5,3,16,2,0,0,31,5,499363,404,0,3700,3204,1000,2300,0,0,0,0,433454,55301,725,5,1,9,22,3,11,2,0,0,0,121,551
Yolo,17,0,0,0,2,6,0,3,0,0,1,4,1,10302,0,0,0,0,0,0,302,0,0,0,0,10000,400,0,0,0,3,23,0,2,0,0,1,1,370
Yuba,49,2,1,11,6,2,1,5,0,0,2,17,2,488905,0,0,100,21000,0,0,299000,0,0,150000,3805,15000,126,1,1,15,18,7,1,3,0,0,49,31,0
